link_id,from_node_id,to_node_id,date,FT,AT,assignment_period,period_volume,period_mean_hourly_volume_per_lane,period_mean_daily_speed,period_mean_density,t0,t3,demand,average_discharge_rate,peak_hour_factor,congestion_duration,congestion_period_mean_speed,period_peak_hour_factor,ultimate_capacity,period_capacity,period_demand_over_capacity,hourly_demand_over_capacity,period_mean_volume,period_mean_speed,alpha,beta,VDF_TYPE,daily_alpha,daily_beta
78,3,4,1/24/2016,0,1,0600_0900,1037.0,345.6666666666667,71.86111111166667,4.826768913832282,0,0,323.0,380.0,2.160416666666667,0.0,68.8333333325,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.15813492280093824,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/25/2016,0,1,0600_0900,1636.0,545.3333333333334,71.3333333325,7.644835444707127,0,0,591.0,444.0,2.3641618497109826,0.0,71.3333333325,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.28934284636332663,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/26/2016,0,1,0600_0900,1535.0,511.6666666666667,71.47222222166668,7.163823461386358,0,0,573.0,348.0,2.491883116883117,0.0,70.8333333325,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.2805303738852558,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/27/2016,0,1,0600_0900,1688.0,562.6666666666666,71.33333333333334,7.894032246837175,0,0,439.0,388.0,2.384180790960452,0.0,70.55555555666666,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.21492641210406158,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/28/2016,0,1,0600_0900,1769.0,589.6666666666666,70.9722222225,8.32187468349529,0,0,553.0,384.0,2.222361809045226,0.0,70.75,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.2707387377985104,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/29/2016,0,1,0600_0900,1819.0,606.3333333333334,71.55555555583332,8.482412343068995,0,0,661.0,432.0,2.27375,0.0,71.0,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.3236135726669356,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/3/2016,0,1,0600_0900,1148.0,382.6666666666667,72.16666666750001,5.291578892634681,0,0,251.0,188.0,1.718562874251497,0.0,71.5,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.12288503288865481,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/30/2016,0,1,0600_0900,1758.0,586.0,72.66666666583333,8.061179814674938,0,0,493.0,500.0,2.24234693877551,0.0,71.66666666500001,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.24136382953827418,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/31/2016,0,1,0600_0900,787.0,262.3333333333333,71.944444445,3.6664394736880426,0,0,208.0,68.0,1.948019801980198,0.0,70.0,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.10183301530215219,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/5/2016,0,1,0600_0900,1665.0,555.0,70.333333335,7.897122857561315,0,0,578.0,320.0,2.46301775147929,0.0,69.75000000249999,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.28297828290694216,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
78,3,4,1/6/2016,0,1,0600_0900,1611.0,537.0,71.1111111125,7.5534467907658325,0,0,563.0,384.0,2.455792682926829,0.0,70.9166666675,2.1869142890726967,2042.559570516852,4466.9027110454945,0.41066026796369853,0.27563455584188307,1834.3794642857142,70.86800348304561,3.23,3.85,100,0.54,4.24
